,year_state,state,state_abbr,lat,long,year,ed_enrollment,ed_total_exp_1k,prisoner_count,corr_total_exp_1k,state_population,cost_per_stu,stu_to_pop_percent,cost_per_prisoner,prisoner_to_pop_percent
188,2007_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2007,662302,6657341,20461.0,1067164,4293204,10052.0,15.43,52156.0,0.48
189,2008_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2008,662971,7599993,20857.0,1242268,4410796,11464.0,15.03,59561.0,0.47
190,2009_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2009,662774,8053960,19889.0,1377330,4492076,12152.0,14.75,69251.0,0.44
191,2010_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2010,663802,8125021,19008.0,1319289,4545343,12240.0,14.6,69407.0,0.42
192,2011_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2011,665109,8218870,18844.0,1317824,4574766,12357.0,14.54,69933.0,0.41
193,2012_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2012,665478,8504567,18601.0,1329243,4602134,12780.0,14.46,71461.0,0.4
194,2013_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2013,671156,7940880,18794.0,1337378,4629284,11832.0,14.5,71160.0,0.41
195,2014_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2014,665441,8140649,18710.0,1216799,4649676,12233.0,14.31,65035.0,0.4
196,2015_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2015,661015,8437263,18447.0,1138255,4670724,12764.0,14.15,61704.0,0.39
197,2016_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2016,660561,8248660,15059.0,1138415,4686157,12487.0,14.1,75597.0,0.32
198,2006_MAINE,MAINE,ME,44.693947,-69.381927,2006,195675,2381439,2083.0,182638,1321574,12170.0,14.81,87680.0,0.16
199,2007_MAINE,MAINE,ME,44.693947,-69.381927,2007,193539,2501127,2148.0,198472,1317207,12923.0,14.69,92399.0,0.16
200,2008_MAINE,MAINE,ME,44.693947,-69.381927,2008,193058,2582293,2047.0,213015,1316456,13376.0,14.66,104062.0,0.16
201,2009_MAINE,MAINE,ME,44.693947,-69.381927,2009,187372,2624504,2074.0,204701,1318301,14007.0,14.21,98699.0,0.16
202,2010_MAINE,MAINE,ME,44.693947,-69.381927,2010,187634,2680693,1954.0,203027,1327379,14287.0,14.14,103903.0,0.15
203,2011_MAINE,MAINE,ME,44.693947,-69.381927,2011,186835,2728535,1978.0,196598,1328544,14604.0,14.06,99392.0,0.15
204,2012_MAINE,MAINE,ME,44.693947,-69.381927,2012,187247,2625759,1977.0,193735,1328501,14023.0,14.09,97994.0,0.15
205,2013_MAINE,MAINE,ME,44.693947,-69.381927,2013,184682,2535405,2073.0,189548,1328702,13728.0,13.9,91437.0,0.16
206,2014_MAINE,MAINE,ME,44.693947,-69.381927,2014,178709,2550302,2199.0,198630,1330089,14271.0,13.44,90327.0,0.17
207,2015_MAINE,MAINE,ME,44.693947,-69.381927,2015,176176,2596180,2190.0,210657,1329328,14736.0,13.25,96190.0,0.16
208,2016_MAINE,MAINE,ME,44.693947,-69.381927,2016,179879,2706103,2356.0,264125,1330232,15044.0,13.52,112107.0,0.18
209,2006_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2006,860021,10585292,22662.0,1461192,5615727,12308.0,15.31,64478.0,0.4
210,2007_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2007,851640,11541225,23184.0,1661414,5618344,13552.0,15.16,71662.0,0.41
211,2008_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2008,845700,12739693,23141.0,1683629,5633597,15064.0,15.01,72755.0,0.41
212,2009_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2009,843781,12757599,22066.0,1779591,5699478,15120.0,14.8,80649.0,0.39
213,2010_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2010,848252,13205691,22856.0,1737564,5785681,15568.0,14.66,76022.0,0.4
214,2011_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2011,851971,13247697,23001.0,1719814,5839572,15549.0,14.59,74771.0,0.39
215,2012_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2012,853778,13212140,21810.0,1749707,5884868,15475.0,14.51,80225.0,0.37
216,2013_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2013,859252,13284637,21705.0,1768226,5938737,15461.0,14.47,81466.0,0.37
217,2014_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2014,865768,13712839,21266.0,1791082,5976407,15839.0,14.49,84223.0,0.36
218,2015_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2015,874108,13882823,20951.0,1864705,6006401,15882.0,14.55,89003.0,0.35
219,2016_MARYLAND,MARYLAND,MD,39.063946,-76.802101,2016,879196,13992191,20236.0,1899302,6024752,15915.0,14.59,93858.0,0.34
220,2006_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2006,949951,13503621,10773.0,1158360,6437193,14215.0,14.76,107524.0,0.17
221,2007_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2007,945070,14315518,11071.0,1285168,6449755,15148.0,14.65,116084.0,0.17
222,2008_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2008,937677,14631545,11174.0,1407655,6497967,15604.0,14.43,125976.0,0.17
223,2009_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2009,932437,15174814,11156.0,1346549,6593587,16274.0,14.14,120702.0,0.17
224,2010_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2010,929569,14857823,11162.0,1191297,6555466,15984.0,14.18,106728.0,0.17
225,2011_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2011,924903,15150898,11467.0,1051338,6607003,16381.0,14.0,91684.0,0.17
226,2012_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2012,922683,15696061,11127.0,1056190,6645303,17011.0,13.88,94921.0,0.17
227,2013_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2013,920968,16201905,10622.0,1095858,6708874,17592.0,13.73,103169.0,0.16
228,2014_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2014,920558,16518383,10447.0,1137031,6745408,17944.0,13.65,108838.0,0.15
229,2015_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2015,916130,16972319,9493.0,1102746,6794422,18526.0,13.48,116164.0,0.14
230,2016_MASSACHUSETTS,MASSACHUSETTS,MA,42.230171,-71.530106,2016,921029,17037880,9038.0,1119463,6823721,18499.0,13.5,123862.0,0.13
231,2006_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2006,1714416,20626758,51515.0,2288841,10095643,12031.0,16.98,44431.0,0.51
232,2007_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2007,1686473,19839838,50233.0,2357772,10071822,11764.0,16.74,46937.0,0.5
233,2008_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2008,1661936,20703780,48738.0,2445193,10003422,12458.0,16.61,50170.0,0.49
234,2009_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2009,1537515,19992550,45478.0,2405842,9969727,13003.0,15.42,52901.0,0.46
235,2010_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2010,1510716,19967017,44113.0,2276493,9877143,13217.0,15.3,51606.0,0.45
236,2011_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2011,1455966,18469948,42904.0,2245187,9876801,12686.0,14.74,52330.0,0.43
237,2012_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2012,1421312,18063824,43594.0,2245657,9882519,12709.0,14.38,51513.0,0.44
238,2013_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2013,1381167,17468264,43704.0,2511279,9898193,12647.0,13.95,57461.0,0.44
239,2014_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2014,1363533,17358365,43359.0,2525434,9909877,12730.0,13.76,58245.0,0.44
240,2015_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2015,1345009,17742903,42628.0,2496266,9922576,13192.0,13.56,58559.0,0.43
241,2016_MICHIGAN,MICHIGAN,MI,43.326618,-84.536095,2016,1335713,18001445,41122.0,2521274,9933445,13477.0,13.45,61312.0,0.41
242,2006_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2006,812040,9671933,8814.0,738800,5167101,11911.0,15.72,83821.0,0.17
243,2007_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2007,810104,10030105,9192.0,839428,5197621,12381.0,15.59,91322.0,0.18
244,2008_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2008,807929,10462624,9031.0,914515,5220393,12950.0,15.48,101264.0,0.17
245,2009_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2009,800831,11193640,9500.0,922312,5266214,13978.0,15.21,97085.0,0.18
246,2010_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2010,799615,10564774,9397.0,861138,5310658,13212.0,15.06,91640.0,0.18
247,2011_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2011,798891,10612480,9309.0,870853,5347299,13284.0,14.94,93550.0,0.17
248,2012_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2012,799736,10696348,9421.0,863920,5379646,13375.0,14.87,91702.0,0.18
249,2013_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2013,802454,10942019,9391.0,876338,5422060,13636.0,14.8,93317.0,0.17
250,2014_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2014,804580,11300786,9576.0,902529,5457173,14046.0,14.74,94249.0,0.18
251,2015_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2015,807044,11969872,9578.0,939218,5489594,14832.0,14.7,98060.0,0.17
252,2016_MINNESOTA,MINNESOTA,MN,45.694454,-93.900192,2016,811157,12848946,9509.0,1012828,5525050,15840.0,14.68,106513.0,0.17
253,2006_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2006,493952,4066036,16384.0,376892,2910540,8232.0,16.97,23004.0,0.56
254,2007_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2007,494135,4158733,17478.0,431112,2918785,8416.0,16.93,24666.0,0.6
255,2008_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2008,493302,4363308,17896.0,488489,2938618,8845.0,16.79,27296.0,0.61
256,2009_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2009,491194,4552756,17212.0,523210,2951996,9269.0,16.64,30398.0,0.58
257,2010_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2010,491651,4504257,16454.0,540947,2970072,9161.0,16.55,32876.0,0.55
258,2011_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2011,490526,4345783,15390.0,550229,2977457,8859.0,16.47,35752.0,0.52
259,2012_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2012,490619,4423270,15791.0,558273,2986450,9016.0,16.43,35354.0,0.53
260,2013_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2013,492847,4370050,15591.0,524341,2992206,8867.0,16.47,33631.0,0.52
261,2014_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2014,492421,4463078,13069.0,505137,2994079,9064.0,16.45,38652.0,0.44
262,2015_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2015,490189,4624539,13967.0,497701,2992333,9434.0,16.38,35634.0,0.47
263,2016_MISSISSIPPI,MISSISSIPPI,MS,32.741646,-89.678696,2016,486245,4631356,13720.0,497882,2985415,9525.0,16.29,36289.0,0.46
264,2006_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2006,913765,8654672,30116.0,805061,5842713,9471.0,15.64,26732.0,0.52
265,2007_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2007,910142,9245525,29823.0,799156,5878415,10158.0,15.48,26797.0,0.51
266,2008_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2008,898350,9900419,30137.0,873670,5911605,11021.0,15.2,28990.0,0.51
267,2009_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2009,893807,10227305,30519.0,903970,5987580,11442.0,14.93,29620.0,0.51
268,2010_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2010,897348,10139784,30577.0,877372,5995715,11300.0,14.97,28694.0,0.51
269,2011_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2011,896702,9842505,30969.0,861737,6008984,10976.0,14.92,27826.0,0.52
270,2012_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2012,893221,9910617,31205.0,862170,6024522,11095.0,14.83,27629.0,0.52
271,2013_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2013,897224,10001763,31499.0,883435,6044917,11147.0,14.84,28046.0,0.52
272,2014_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2014,892992,10324249,31903.0,966789,6063589,11561.0,14.73,30304.0,0.53
273,2015_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2015,892779,10540353,32295.0,953771,6083672,11806.0,14.68,29533.0,0.53
274,2016_MISSOURI,MISSOURI,MO,38.456085,-92.288368,2016,891554,10719882,32427.0,960445,6091176,12024.0,14.64,29619.0,0.53
275,2006_MONTANA,MONTANA,MT,46.921925,-110.454353,2006,145259,1377599,2948.0,175599,944632,9484.0,15.38,59565.0,0.31
276,2007_MONTANA,MONTANA,MT,46.921925,-110.454353,2007,144258,1442434,2909.0,181273,957861,9999.0,15.06,62315.0,0.3
277,2008_MONTANA,MONTANA,MT,46.921925,-110.454353,2008,142695,1557678,2910.0,204041,967440,10916.0,14.75,70117.0,0.3
278,2009_MONTANA,MONTANA,MT,46.921925,-110.454353,2009,141782,1622485,3085.0,229848,974989,11444.0,14.54,74505.0,0.32
279,2010_MONTANA,MONTANA,MT,46.921925,-110.454353,2010,141693,1642886,3137.0,247689,990958,11595.0,14.3,78957.0,0.32
280,2011_MONTANA,MONTANA,MT,46.921925,-110.454353,2011,141529,1655584,3125.0,240862,997667,11698.0,14.19,77076.0,0.31
281,2012_MONTANA,MONTANA,MT,46.921925,-110.454353,2012,142237,1652537,3095.0,237556,1005494,11618.0,14.15,76755.0,0.31
282,2013_MONTANA,MONTANA,MT,46.921925,-110.454353,2013,142797,1679521,3125.0,240476,1014864,11762.0,14.07,76952.0,0.31
283,2014_MONTANA,MONTANA,MT,46.921925,-110.454353,2014,144034,1754324,3119.0,243765,1023579,12180.0,14.07,78155.0,0.3
284,2015_MONTANA,MONTANA,MT,46.921925,-110.454353,2015,144447,1804841,3176.0,268128,1032949,12495.0,13.98,84423.0,0.31
285,2016_MONTANA,MONTANA,MT,46.921925,-110.454353,2016,145240,1879789,3199.0,257564,1038656,12943.0,13.98,80514.0,0.31
286,2006_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2006,285547,2867250,4399.0,293112,1768331,10041.0,16.15,66632.0,0.25
287,2007_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2007,287135,3117931,4402.0,325913,1774571,10859.0,16.18,74037.0,0.25
288,2008_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2008,290912,3325663,4470.0,322313,1783432,11432.0,16.31,72106.0,0.25
289,2009_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2009,292161,3523803,4490.0,340805,1796619,12061.0,16.26,75903.0,0.25
290,2010_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2010,294948,3640199,4608.0,359392,1830141,12342.0,16.12,77993.0,0.25
291,2011_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2011,297659,3676326,4657.0,365920,1842234,12351.0,16.16,78574.0,0.25
292,2012_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2012,300941,3880517,4721.0,361679,1855350,12895.0,16.22,76611.0,0.25
293,2013_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2013,303242,3913038,5012.0,364200,1868969,12904.0,16.23,72666.0,0.27
294,2014_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2014,307398,4008633,5228.0,402579,1881503,13041.0,16.34,77004.0,0.28
295,2015_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2015,312281,4283846,5133.0,471788,1896190,13718.0,16.47,91913.0,0.27
296,2016_NEBRASKA,NEBRASKA,NE,41.12537,-98.268082,2016,315542,4640422,5167.0,499504,1907603,14706.0,16.54,96672.0,0.27
297,2006_NEVADA,NEVADA,NV,38.313515,-117.055374,2006,412747,4022979,12754.0,555564,2495529,9747.0,16.54,43560.0,0.51
298,2007_NEVADA,NEVADA,NV,38.313515,-117.055374,2007,422782,4346371,13311.0,661730,2565382,10280.0,16.48,49713.0,0.52
299,2008_NEVADA,NEVADA,NV,38.313515,-117.055374,2008,428776,4881218,12877.0,768096,2600167,11384.0,16.49,59649.0,0.5
300,2009_NEVADA,NEVADA,NV,38.313515,-117.055374,2009,430985,4577881,12570.0,814903,2643085,10622.0,16.31,64829.0,0.48
301,2010_NEVADA,NEVADA,NV,38.313515,-117.055374,2010,423859,4260869,12192.0,681868,2704283,10053.0,15.67,55927.0,0.45
302,2011_NEVADA,NEVADA,NV,38.313515,-117.055374,2011,429610,4258855,12159.0,686732,2720028,9913.0,15.79,56479.0,0.45
303,2012_NEVADA,NEVADA,NV,38.313515,-117.055374,2012,428526,4109706,12594.0,704917,2754354,9590.0,15.56,55972.0,0.46
304,2013_NEVADA,NEVADA,NV,38.313515,-117.055374,2013,431776,4057443,12789.0,688780,2791494,9397.0,15.47,53857.0,0.46
305,2014_NEVADA,NEVADA,NV,38.313515,-117.055374,2014,435765,4043820,12693.0,693289,2839099,9280.0,15.35,54620.0,0.45
306,2015_NEVADA,NEVADA,NV,38.313515,-117.055374,2015,438948,4183085,13235.0,678562,2890845,9530.0,15.18,51270.0,0.46
307,2016_NEVADA,NEVADA,NV,38.313515,-117.055374,2016,441623,4374249,13932.0,711775,2939254,9905.0,15.03,51089.0,0.47
308,2006_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2006,201044,2494247,2676.0,165118,1314895,12406.0,15.29,61703.0,0.2
309,2007_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2007,198625,2608190,2759.0,163587,1315828,13131.0,15.1,59292.0,0.21
310,2008_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2008,195668,2715961,2854.0,167566,1315809,13880.0,14.87,58713.0,0.22
311,2009_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2009,197024,2757401,2915.0,180036,1324575,13995.0,14.87,61762.0,0.22
312,2010_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2010,196648,2856965,2617.0,203942,1316807,14528.0,14.93,77930.0,0.2
313,2011_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2011,189275,3001244,2423.0,183858,1317807,15857.0,14.36,75880.0,0.18
314,2012_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2012,190778,2961684,2568.0,182525,1321617,15524.0,14.44,71077.0,0.19
315,2013_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2013,187703,2878534,2623.0,183767,1322616,15336.0,14.19,70060.0,0.2
316,2014_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2014,184846,2960615,2723.0,171032,1326813,16017.0,13.93,62810.0,0.21
317,2015_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2015,183039,3044720,2661.0,183201,1330608,16634.0,13.76,68847.0,0.2
318,2016_NEW HAMPSHIRE,NEW HAMPSHIRE,NH,43.452492,-71.563896,2016,179682,3124778,2599.0,198456,1335015,17391.0,13.46,76359.0,0.19
319,2006_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2006,1371155,24177714,25554.0,1918843,8724560,17633.0,15.72,75090.0,0.29
320,2007_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2007,1363804,25572112,25354.0,2029435,8685920,18751.0,15.7,80044.0,0.29
321,2008_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2008,1353191,26168480,24835.0,2062377,8682661,19338.0,15.58,83043.0,0.29
322,2009_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2009,1354912,26145334,24115.0,2144742,8707739,19297.0,15.56,88938.0,0.28
323,2010_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2010,1369553,26736651,24488.0,2156871,8799593,19522.0,15.56,88079.0,0.28
324,2011_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2011,1399409,25716298,23642.0,2071530,8834773,18377.0,15.84,87621.0,0.27
325,2012_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2012,1330300,26432652,23050.0,2074942,8867749,19870.0,15.0,90019.0,0.26
326,2013_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2013,1338657,28179900,22263.0,2104216,8911502,21051.0,15.02,94516.0,0.25
327,2014_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2014,1335350,27742203,21394.0,2083605,8938175,20775.0,14.94,97392.0,0.24
328,2015_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2015,1339230,28809725,20294.0,2058426,8958013,21512.0,14.95,101430.0,0.23
329,2016_NEW JERSEY,NEW JERSEY,NJ,40.298904,-74.521011,2016,1364473,29665476,19458.0,2043128,8978416,21741.0,15.2,105002.0,0.22
330,2006_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2006,326761,3099738,6639.0,476010,1954599,9486.0,16.72,71699.0,0.34
331,2007_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2007,327816,3279467,6429.0,468419,1969915,10004.0,16.64,72860.0,0.33
332,2008_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2008,329045,3599724,6321.0,554174,1984356,10940.0,16.58,87672.0,0.32
333,2009_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2009,328737,3945515,6584.0,573796,2009671,12002.0,16.36,87150.0,0.33
334,2010_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2010,331436,3814058,6659.0,630255,2065913,11508.0,16.04,94647.0,0.32
335,2011_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2011,331373,3694437,6687.0,624393,2078674,11149.0,15.94,93374.0,0.32
336,2012_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2012,328690,3616691,6640.0,602064,2083540,11003.0,15.78,90672.0,0.32
337,2013_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2013,327209,3536546,6767.0,618393,2086895,10808.0,15.68,91384.0,0.32
338,2014_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2014,326637,3576216,6948.0,646296,2085572,10949.0,15.66,93019.0,0.33
339,2015_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2015,326297,3846641,7104.0,668580,2085109,11789.0,15.65,94113.0,0.34
340,2016_NEW MEXICO,NEW MEXICO,NM,34.840515,-106.248482,2016,319861,3729397,6996.0,696223,2085432,11659.0,15.34,99517.0,0.34
341,2006_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2006,2787366,48359774,63538.0,5130555,19306183,17350.0,14.44,80748.0,0.33
342,2007_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2007,2754976,51253984,62738.0,5660386,19297729,18604.0,14.28,90223.0,0.33
343,2008_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2008,2727552,54870811,60198.0,5794240,19490297,20117.0,13.99,96253.0,0.31
344,2009_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2009,2696688,57851481,58479.0,5832369,19541453,21453.0,13.8,99734.0,0.3
345,2010_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2010,2697357,60067253,56420.0,6053695,19395206,22269.0,13.91,107297.0,0.29
346,2011_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2011,2677412,59446908,55196.0,5873115,19501616,22203.0,13.73,106405.0,0.28
347,2012_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2012,2644029,60216421,54058.0,5771741,19576125,22774.0,13.51,106769.0,0.28
348,2013_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2013,2629805,60505950,53312.0,6346473,19695680,23008.0,13.35,119044.0,0.27
349,2014_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2014,2619312,62556193,52362.0,6173992,19746227,23883.0,13.26,117910.0,0.27
350,2015_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2015,2631532,65094591,51485.0,6202204,19795791,24736.0,13.29,120466.0,0.26
351,2016_NEW YORK,NEW YORK,NY,42.165726,-74.948051,2016,2590945,68282026,50611.0,6523806,19836286,26354.0,13.06,128901.0,0.26
352,2006_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2006,1378306,11725031,37725.0,1545999,8856505,8507.0,15.56,40981.0,0.43
353,2007_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2007,1416028,12794086,38240.0,1743448,9061032,9035.0,15.63,45592.0,0.42
354,2008_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2008,1408316,13731201,39957.0,1771823,9222414,9750.0,15.27,44343.0,0.43
355,2009_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2009,1452064,14868070,40133.0,1936723,9380884,10239.0,15.48,48258.0,0.43
356,2010_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2010,1444409,14162497,40375.0,2018738,9560234,9805.0,15.11,50000.0,0.42
357,2011_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2011,1448117,13767024,39662.0,2016730,9651103,9507.0,15.0,50848.0,0.41
358,2012_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2012,1462172,13418244,37378.0,1892107,9748364,9177.0,15.0,50621.0,0.38
359,2013_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2013,1468228,13650536,37176.0,1733382,9848917,9297.0,14.91,46626.0,0.38
360,2014_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2014,1441391,13540706,37348.0,1737536,9943964,9394.0,14.5,46523.0,0.38
361,2015_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2015,1465031,14060699,36888.0,1760362,10042802,9598.0,14.59,47722.0,0.37
362,2016_NORTH CAROLINA,NORTH CAROLINA,NC,35.630066,-79.806419,2016,1462036,14207389,35970.0,1823362,10156689,9718.0,14.39,50691.0,0.35
363,2006_NORTH DAKOTA,NORTH DAKOTA,ND,47.528912,-99.784012,2006,98172,1017084,1337.0,73960,635867,10360.0,15.44,55318.0,0.21
364,2007_NORTH DAKOTA,NORTH DAKOTA,ND,47.528912,-99.784012,2007,96577,1042175,1392.0,88205,639715,10791.0,15.1,63366.0,0.22
