,year_state,state,state_abbr,lat,long,year,ed_enrollment,ed_total_exp_1k,prisoner_count,corr_total_exp_1k,state_population,cost_per_stu,stu_to_pop_percent,cost_per_prisoner,prisoner_to_pop_percent
0,2006_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2006,743265,6591429,24103.0,626112,4599030,8868.0,16.16,25977.0,0.52
1,2007_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2007,743273,7196459,25253.0,764056,4627851,9682.0,16.06,30256.0,0.55
2,2008_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2008,742919,7847387,25363.0,704294,4661900,10563.0,15.94,27769.0,0.54
3,2009_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2009,745668,7815467,27241.0,741164,4708708,10481.0,15.84,27208.0,0.58
4,2010_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2010,748889,7647571,27345.0,727653,4785401,10212.0,15.65,26610.0,0.57
5,2011_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2011,746933,7411768,26813.0,723829,4803689,9923.0,15.55,26995.0,0.56
6,2012_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2012,744621,7222161,26768.0,711823,4817528,9699.0,15.46,26592.0,0.56
7,2013_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2013,744548,7487741,26825.0,698906,4833996,10057.0,15.4,26054.0,0.55
8,2014_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2014,740081,7587737,26145.0,713432,4849377,10253.0,15.26,27288.0,0.54
9,2015_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2015,734974,7501799,25212.0,742594,4858979,10207.0,15.13,29454.0,0.52
10,2016_ALABAMA,ALABAMA,AL,32.806671,-86.79113,2016,734652,7708845,23745.0,722269,4860545,10493.0,15.11,30418.0,0.49
11,2006_ALASKA,ALASKA,AK,61.370716,-152.404419,2006,132893,1817656,5052.0,212043,670053,13678.0,19.83,41972.0,0.75
12,2007_ALASKA,ALASKA,AK,61.370716,-152.404419,2007,132197,1938755,5151.0,240596,683478,14666.0,19.34,46709.0,0.75
13,2008_ALASKA,ALASKA,AK,61.370716,-152.404419,2008,130624,2274819,4997.0,248805,686293,17415.0,19.03,49791.0,0.73
14,2009_ALASKA,ALASKA,AK,61.370716,-152.404419,2009,130236,2396412,5472.0,262996,698473,18401.0,18.65,48062.0,0.78
15,2010_ALASKA,ALASKA,AK,61.370716,-152.404419,2010,131265,2371251,5369.0,274272,714146,18065.0,18.38,51084.0,0.75
16,2011_ALASKA,ALASKA,AK,61.370716,-152.404419,2011,131704,2443898,6216.0,287214,723860,18556.0,18.19,46206.0,0.86
17,2012_ALASKA,ALASKA,AK,61.370716,-152.404419,2012,130771,2483320,6308.0,316239,730307,18990.0,17.91,50133.0,0.86
18,2013_ALASKA,ALASKA,AK,61.370716,-152.404419,2013,131091,2665933,5081.0,339966,737259,20337.0,17.78,66909.0,0.69
19,2014_ALASKA,ALASKA,AK,61.370716,-152.404419,2014,130539,2727056,6323.0,342152,736732,20891.0,17.72,54112.0,0.86
20,2015_ALASKA,ALASKA,AK,61.370716,-152.404419,2015,130755,2968341,5247.0,346872,738432,22702.0,17.71,66109.0,0.71
21,2016_ALASKA,ALASKA,AK,61.370716,-152.404419,2016,132477,2623014,4378.0,338266,741522,19800.0,17.87,77265.0,0.59
22,2006_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2006,947266,7934177,35752.0,1428311,6166318,8376.0,15.36,39951.0,0.58
23,2007_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2007,969875,8709531,37700.0,1542758,6338755,8980.0,15.3,40922.0,0.59
24,2008_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2008,987332,9581201,39455.0,1643841,6500180,9704.0,15.19,41664.0,0.61
25,2009_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2009,981303,9580393,40544.0,1783640,6595778,9763.0,14.88,43993.0,0.61
26,2010_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2010,963517,8812967,40130.0,1664902,6413158,9147.0,15.02,41488.0,0.63
27,2011_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2011,946571,8610417,39949.0,1466189,6467315,9096.0,14.64,36702.0,0.62
28,2012_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2012,942738,8054662,40013.0,1544480,6551149,8544.0,14.39,38599.0,0.61
29,2013_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2013,941726,7600581,41031.0,1644788,6634997,8071.0,14.19,40086.0,0.62
30,2014_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2014,943937,8109460,42136.0,1651930,6731484,8591.0,14.02,39205.0,0.63
31,2015_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2015,944978,7902600,42204.0,1708409,6828065,8363.0,13.84,40480.0,0.62
32,2016_ARIZONA,ARIZONA,AZ,33.729759,-111.431221,2016,938274,7987011,42248.0,1684710,6908642,8512.0,13.58,39877.0,0.61
33,2006_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2006,472609,4343877,12854.0,446200,2810872,9191.0,16.81,34713.0,0.46
34,2007_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2007,474532,4779308,13275.0,447591,2834797,10072.0,16.74,33717.0,0.47
35,2008_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2008,476110,4720720,13135.0,499825,2855390,9915.0,16.67,38053.0,0.46
36,2009_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2009,474423,5017352,13338.0,432535,2889450,10576.0,16.42,32429.0,0.46
37,2010_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2010,474897,5520387,14192.0,498015,2921588,11624.0,16.25,35091.0,0.49
38,2011_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2011,475551,5669431,14090.0,543865,2938582,11922.0,16.18,38599.0,0.48
39,2012_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2012,475671,5299969,14043.0,558134,2949828,11142.0,16.13,39745.0,0.48
40,2013_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2013,477716,5226339,14295.0,555466,2958765,10940.0,16.15,38857.0,0.48
41,2014_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2014,479881,5242672,15250.0,566911,2966369,10925.0,16.18,37174.0,0.51
42,2015_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2015,479682,5350543,15784.0,587690,2978204,11154.0,16.11,37233.0,0.53
43,2016_ARKANSAS,ARKANSAS,AR,34.96116203,-92.373123,2016,479177,5434193,15833.0,597459,2988231,11341.0,16.04,37735.0,0.53
44,2006_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2006,6295994,68722432,172298.0,10914128,36457549,10915.0,17.27,63344.0,0.47
45,2007_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2007,6288686,73225422,171444.0,12625215,36553215,11644.0,17.2,73640.0,0.47
46,2008_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2008,6258421,76618865,171085.0,13542366,36756666,12243.0,17.03,79156.0,0.47
47,2009_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2009,6234155,74766086,168830.0,14132134,36961664,11993.0,16.87,83706.0,0.46
48,2010_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2010,6213958,71227111,162821.0,12931191,37338198,11462.0,16.64,79420.0,0.44
49,2011_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2011,6202604,69847705,147578.0,13630307,37683933,11261.0,16.46,92360.0,0.39
50,2012_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2012,6203034,70191877,132935.0,13691104,37999878,11316.0,16.32,102991.0,0.35
51,2013_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2013,6208733,69727119,134339.0,13054893,38431393,11230.0,16.16,97179.0,0.35
52,2014_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2014,6224685,72506810,134430.0,14343228,38802500,11648.0,16.04,106697.0,0.35
53,2015_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2015,6226523,78365958,127815.0,15275175,39144818,12586.0,15.91,119510.0,0.33
54,2016_CALIFORNIA,CALIFORNIA,CA,36.116203,-119.681564,2016,6217031,85320133,129416.0,15468283,39296476,13724.0,15.82,119524.0,0.33
55,2006_COLORADO,COLORADO,CO,39.059811,-105.311104,2006,778842,7803324,22051.0,1000585,4753377,10019.0,16.39,45376.0,0.46
56,2007_COLORADO,COLORADO,CO,39.059811,-105.311104,2007,790211,8039146,22666.0,1137150,4861515,10173.0,16.25,50170.0,0.47
57,2008_COLORADO,COLORADO,CO,39.059811,-105.311104,2008,796824,8884786,23211.0,1174865,4939456,11150.0,16.13,50617.0,0.47
58,2009_COLORADO,COLORADO,CO,39.059811,-105.311104,2009,812068,8682489,22725.0,1215892,5024748,10692.0,16.16,53505.0,0.45
59,2010_COLORADO,COLORADO,CO,39.059811,-105.311104,2010,825242,8914338,22752.0,1312747,5047692,10802.0,16.35,57698.0,0.45
60,2011_COLORADO,COLORADO,CO,39.059811,-105.311104,2011,834832,8676451,21862.0,1215364,5116302,10393.0,16.32,55593.0,0.43
61,2012_COLORADO,COLORADO,CO,39.059811,-105.311104,2012,843120,8472536,20328.0,1243601,5189458,10049.0,16.25,61177.0,0.39
62,2013_COLORADO,COLORADO,CO,39.059811,-105.311104,2013,851063,8699125,20184.0,1186992,5272086,10221.0,16.14,58809.0,0.38
63,2014_COLORADO,COLORADO,CO,39.059811,-105.311104,2014,865231,9286626,20469.0,1252486,5355866,10733.0,16.15,61189.0,0.38
64,2015_COLORADO,COLORADO,CO,39.059811,-105.311104,2015,872320,9557682,19959.0,1316236,5456574,10957.0,15.99,65947.0,0.37
65,2016_COLORADO,COLORADO,CO,39.059811,-105.311104,2016,880678,9878524,19486.0,1313095,5530105,11217.0,15.93,67387.0,0.35
66,2006_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2006,549744,7982143,18902.0,618388,3504809,14520.0,15.69,32715.0,0.54
67,2007_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2007,549230,8685421,19438.0,660035,3502309,15814.0,15.68,33956.0,0.56
68,2008_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2008,544417,9046750,19905.0,713276,3501252,16617.0,15.55,35834.0,0.57
69,2009_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2009,539250,9323053,18938.0,724989,3518288,17289.0,15.33,38282.0,0.54
70,2010_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2010,534800,9542108,18629.0,671373,3575498,17842.0,14.96,36039.0,0.52
71,2011_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2011,530132,9439182,17877.0,687886,3586717,17805.0,14.78,38479.0,0.5
72,2012_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2012,522451,9791336,17164.0,684889,3591765,18741.0,14.55,39903.0,0.48
73,2013_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2013,517812,9758850,17319.0,658973,3599341,18846.0,14.39,38049.0,0.48
74,2014_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2014,511082,10201500,16814.0,694262,3596677,19961.0,14.21,41291.0,0.47
75,2015_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2015,505366,10542667,16024.0,699051,3590886,20861.0,14.07,43625.0,0.45
76,2016_CONNECTICUT,CONNECTICUT,CT,41.597782,-72.755371,2016,499494,10826431,15040.0,684159,3587685,21675.0,13.92,45489.0,0.42
77,2006_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2006,114371,1646885,7021.0,244736,853476,14399.0,13.4,34858.0,0.82
78,2007_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2007,114678,1705204,7110.0,265921,864764,14869.0,13.26,37401.0,0.82
79,2008_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2008,114062,1746925,6944.0,280710,873092,15316.0,13.06,40425.0,0.8
80,2009_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2009,116804,1798244,6581.0,272763,885122,15395.0,13.2,41447.0,0.74
81,2010_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2010,117628,1758988,6378.0,261950,899792,14954.0,13.07,41071.0,0.71
82,2011_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2011,119878,1808905,6546.0,266666,908137,15090.0,13.2,40737.0,0.72
83,2012_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2012,118624,1915966,6730.0,282052,917053,16152.0,12.94,41910.0,0.73
84,2013_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2013,118685,1924626,6798.0,282015,925240,16216.0,12.83,41485.0,0.73
85,2014_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2014,120623,1988535,6730.0,294075,935614,16486.0,12.89,43696.0,0.72
86,2015_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2015,121845,1975093,6437.0,302261,945934,16210.0,12.88,46957.0,0.68
87,2016_DELAWARE,DELAWARE,DE,39.318523,-75.507141,2016,121225,2041952,6334.0,308341,952698,16844.0,12.72,48680.0,0.66
88,2006_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2006,2663973,26609155,90377.0,4047591,18089888,9989.0,14.73,44786.0,0.5
89,2007_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2007,2656176,29849892,95187.0,4235748,18251243,11238.0,14.55,44499.0,0.52
90,2008_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2008,2645680,31219589,99878.0,4755810,18328340,11800.0,14.43,47616.0,0.54
91,2009_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2009,2623067,28867429,101373.0,4641166,18537969,11005.0,14.15,45783.0,0.55
92,2010_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2010,2627390,27267009,102070.0,4502301,18838613,10378.0,13.95,44110.0,0.54
93,2011_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2011,2636404,26991946,100861.0,4327447,19082262,10238.0,13.82,42905.0,0.53
94,2012_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2012,2658559,25352047,99835.0,4065514,19320749,9536.0,13.76,40722.0,0.52
95,2013_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2013,2680074,25245400,100940.0,3917389,19600311,9420.0,13.67,38809.0,0.51
96,2014_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2014,2708022,26523658,100873.0,4014608,19893297,9794.0,13.61,39799.0,0.51
97,2015_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2015,2743641,27277049,99485.0,4125808,20271272,9942.0,13.53,41472.0,0.49
98,2016_FLORIDA,FLORIDA,FL,27.766279,-81.686783,2016,2776933,27945116,98010.0,4248590,20656589,10063.0,13.44,43349.0,0.47
99,2006_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2006,1597682,15839227,52792.0,2000474,9363941,9914.0,17.06,37894.0,0.56
100,2007_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2007,1628409,17389530,54256.0,2209743,9544750,10679.0,17.06,40728.0,0.57
101,2008_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2008,1646010,19172087,52719.0,2299773,9685744,11648.0,16.99,43623.0,0.54
102,2009_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2009,1649598,19025136,53538.0,2305356,9829211,11533.0,16.78,43060.0,0.54
103,2010_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2010,1660643,17834488,52794.0,2259203,9712157,10740.0,17.1,42793.0,0.54
104,2011_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2011,1666039,17187481,52844.0,2275864,9812460,10316.0,16.98,43068.0,0.54
105,2012_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2012,1669156,17400209,55178.0,2330927,9915646,10425.0,16.83,42244.0,0.56
106,2013_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2013,1682620,17317504,53701.0,2280274,9994759,10292.0,16.84,42462.0,0.54
107,2014_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2014,1699185,17668352,52719.0,2221182,10097343,10398.0,16.83,42132.0,0.52
108,2015_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2015,1717805,18501103,52002.0,2278830,10214860,10770.0,16.82,43822.0,0.51
109,2016_GEORGIA,GEORGIA,GA,33.040619,-83.643074,2016,1727085,19158388,53433.0,1919567,10313620,11093.0,16.75,35925.0,0.52
110,2006_HAWAII,HAWAII,HI,21.094318,-157.498337,2006,182818,1939968,5510.0,179322,1285498,10611.0,14.22,32545.0,0.43
111,2007_HAWAII,HAWAII,HI,21.094318,-157.498337,2007,180728,2199604,5457.0,197273,1283388,12171.0,14.08,36150.0,0.43
112,2008_HAWAII,HAWAII,HI,21.094318,-157.498337,2008,179897,2242408,5455.0,219069,1288198,12465.0,13.97,40159.0,0.42
113,2009_HAWAII,HAWAII,HI,21.094318,-157.498337,2009,179478,2318671,4848.0,230656,1295178,12919.0,13.86,47578.0,0.37
114,2010_HAWAII,HAWAII,HI,21.094318,-157.498337,2010,180196,2215458,5294.0,206695,1363359,12295.0,13.22,39043.0,0.39
115,2011_HAWAII,HAWAII,HI,21.094318,-157.498337,2011,179601,2259104,5454.0,191030,1378129,12578.0,13.03,35026.0,0.4
116,2012_HAWAII,HAWAII,HI,21.094318,-157.498337,2012,182706,2344733,5297.0,198207,1390090,12833.0,13.14,37419.0,0.38
117,2013_HAWAII,HAWAII,HI,21.094318,-157.498337,2013,184760,2345917,5173.0,200984,1408987,12697.0,13.11,38853.0,0.37
118,2014_HAWAII,HAWAII,HI,21.094318,-157.498337,2014,186825,2504144,5390.0,216708,1419561,13404.0,13.16,40206.0,0.38
119,2015_HAWAII,HAWAII,HI,21.094318,-157.498337,2015,182384,2521004,5413.0,217301,1431603,13823.0,12.74,40144.0,0.38
120,2016_HAWAII,HAWAII,HI,21.094318,-157.498337,2016,181995,2733094,5182.0,217459,1428683,15017.0,12.74,41964.0,0.36
121,2006_IDAHO,IDAHO,ID,44.240459,-114.478828,2006,258314,1903720,6665.0,261083,1466465,7370.0,17.61,39172.0,0.45
122,2007_IDAHO,IDAHO,ID,44.240459,-114.478828,2007,262935,1960472,7055.0,269496,1499402,7456.0,17.54,38199.0,0.47
123,2008_IDAHO,IDAHO,ID,44.240459,-114.478828,2008,265844,2001328,7033.0,309537,1523816,7528.0,17.45,44012.0,0.46
124,2009_IDAHO,IDAHO,ID,44.240459,-114.478828,2009,267951,2078446,7184.0,326151,1545801,7757.0,17.33,45400.0,0.46
125,2010_IDAHO,IDAHO,ID,44.240459,-114.478828,2010,266613,2098737,7235.0,300280,1571102,7872.0,16.97,41504.0,0.46
126,2011_IDAHO,IDAHO,ID,44.240459,-114.478828,2011,265713,1960818,7470.0,290077,1583744,7379.0,16.78,38832.0,0.47
127,2012_IDAHO,IDAHO,ID,44.240459,-114.478828,2012,267556,1911706,7715.0,304877,1595590,7145.0,16.77,39517.0,0.48
128,2013_IDAHO,IDAHO,ID,44.240459,-114.478828,2013,272070,1967676,7219.0,315989,1612843,7232.0,16.87,43772.0,0.45
129,2014_IDAHO,IDAHO,ID,44.240459,-114.478828,2014,281452,2012852,7497.0,321405,1634464,7152.0,17.22,42871.0,0.46
130,2015_IDAHO,IDAHO,ID,44.240459,-114.478828,2015,274131,2029520,7238.0,340056,1654930,7403.0,16.56,46982.0,0.44
131,2016_IDAHO,IDAHO,ID,44.240459,-114.478828,2016,274849,2100980,7221.0,342718,1680026,7644.0,16.36,47461.0,0.43
132,2006_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2006,2097585,22622323,45106.0,1761123,12831970,10785.0,16.35,39044.0,0.35
133,2007_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2007,2101075,23401917,45215.0,1866538,12852548,11138.0,16.35,41281.0,0.35
134,2008_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2008,2099118,25696866,45474.0,1976700,12901563,12242.0,16.27,43469.0,0.35
135,2009_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2009,2117291,27716187,45161.0,1971909,12910409,13090.0,16.4,43664.0,0.35
136,2010_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2010,2098401,28560306,48418.0,1964884,12841980,13611.0,16.34,40582.0,0.38
137,2011_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2011,2072114,28525858,48427.0,2212636,12859752,13767.0,16.11,45690.0,0.38
138,2012_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2012,2071481,29067543,49348.0,2062068,12868192,14032.0,16.1,41786.0,0.38
139,2013_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2013,2069823,29517831,48653.0,2018277,12890552,14261.0,16.06,41483.0,0.38
140,2014_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2014,2060632,31080869,48278.0,2106787,12880580,15083.0,16.0,43639.0,0.37
141,2015_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2015,2047123,32410033,46240.0,2254133,12859995,15832.0,15.92,48749.0,0.36
142,2016_ILLINOIS,ILLINOIS,IL,40.349457,-88.986137,2016,2030717,33037244,43616.0,1852278,12835726,16269.0,15.82,42468.0,0.34
143,2006_INDIANA,INDIANA,IN,39.849426,-86.258278,2006,1026106,11260755,24901.0,934105,6313520,10974.0,16.25,37513.0,0.39
144,2007_INDIANA,INDIANA,IN,39.849426,-86.258278,2007,1034588,11462062,25137.0,974636,6345289,11079.0,16.3,38773.0,0.4
145,2008_INDIANA,INDIANA,IN,39.849426,-86.258278,2008,1033329,10865851,26392.0,1062834,6376792,10515.0,16.2,40271.0,0.41
146,2009_INDIANA,INDIANA,IN,39.849426,-86.258278,2009,1028259,11218398,26748.0,1051892,6423113,10910.0,16.01,39326.0,0.42
147,2010_INDIANA,INDIANA,IN,39.849426,-86.258278,2010,1026053,11502534,27273.0,1018814,6490622,11210.0,15.81,37356.0,0.42
148,2011_INDIANA,INDIANA,IN,39.849426,-86.258278,2011,1023220,11113533,27402.0,1001179,6516353,10861.0,15.7,36537.0,0.42
149,2012_INDIANA,INDIANA,IN,39.849426,-86.258278,2012,1006627,11351906,28034.0,958650,6537782,11277.0,15.4,34196.0,0.43
150,2013_INDIANA,INDIANA,IN,39.849426,-86.258278,2013,1002772,11211155,28495.0,996562,6570713,11180.0,15.26,34973.0,0.43
151,2014_INDIANA,INDIANA,IN,39.849426,-86.258278,2014,1007121,11136045,32493.0,1032574,6596855,11057.0,15.27,31778.0,0.49
152,2015_INDIANA,INDIANA,IN,39.849426,-86.258278,2015,1004215,11378564,26586.0,1020450,6619680,11331.0,15.17,38383.0,0.4
153,2016_INDIANA,INDIANA,IN,39.849426,-86.258278,2016,1002696,11535287,25143.0,1158724,6634007,11504.0,15.11,46085.0,0.38
154,2006_IOWA,IOWA,IA,42.011539,-93.210526,2006,483482,4930613,8838.0,359343,2982085,10198.0,16.21,40659.0,0.3
155,2007_IOWA,IOWA,IA,42.011539,-93.210526,2007,483122,5198975,8692.0,436372,2988046,10761.0,16.17,50204.0,0.29
156,2008_IOWA,IOWA,IA,42.011539,-93.210526,2008,485114,5495756,8723.0,442383,3002555,11329.0,16.16,50715.0,0.29
157,2009_IOWA,IOWA,IA,42.011539,-93.210526,2009,487559,5732186,8914.0,439023,3007856,11757.0,16.21,49251.0,0.3
158,2010_IOWA,IOWA,IA,42.011539,-93.210526,2010,491255,5941449,9457.0,426182,3050202,12094.0,16.11,45065.0,0.31
159,2011_IOWA,IOWA,IA,42.011539,-93.210526,2011,493493,6057294,9115.0,468419,3064097,12274.0,16.11,51390.0,0.3
160,2012_IOWA,IOWA,IA,42.011539,-93.210526,2012,495870,6256926,8735.0,522885,3075039,12618.0,16.13,59861.0,0.28
161,2013_IOWA,IOWA,IA,42.011539,-93.210526,2013,499489,6318241,8707.0,477867,3092341,12649.0,16.15,54883.0,0.28
162,2014_IOWA,IOWA,IA,42.011539,-93.210526,2014,501763,6541553,8845.0,447878,3107126,13037.0,16.15,50636.0,0.28
163,2015_IOWA,IOWA,IA,42.011539,-93.210526,2015,505311,6772654,8864.0,443845,3123899,13403.0,16.18,50073.0,0.28
164,2016_IOWA,IOWA,IA,42.011539,-93.210526,2016,508014,6972412,9049.0,444268,3130869,13725.0,16.23,49096.0,0.29
165,2006_KANSAS,KANSAS,KS,38.5266,-96.726486,2006,467279,4439000,8833.0,376395,2764075,9500.0,16.91,42612.0,0.32
166,2007_KANSAS,KANSAS,KS,38.5266,-96.726486,2007,468974,4823931,8721.0,382998,2775997,10286.0,16.89,43917.0,0.31
167,2008_KANSAS,KANSAS,KS,38.5266,-96.726486,2008,467743,5122049,8556.0,464447,2802134,10951.0,16.69,54283.0,0.31
168,2009_KANSAS,KANSAS,KS,38.5266,-96.726486,2009,470445,5827751,8644.0,505825,2818747,12388.0,16.69,58517.0,0.31
169,2010_KANSAS,KANSAS,KS,38.5266,-96.726486,2010,471406,5979429,9055.0,497500,2859143,12684.0,16.49,54942.0,0.32
170,2011_KANSAS,KANSAS,KS,38.5266,-96.726486,2011,482692,5662146,9330.0,502965,2870386,11730.0,16.82,53908.0,0.33
171,2012_KANSAS,KANSAS,KS,38.5266,-96.726486,2012,485591,5615714,9505.0,480617,2885398,11565.0,16.83,50565.0,0.33
172,2013_KANSAS,KANSAS,KS,38.5266,-96.726486,2013,488590,5621023,9610.0,516076,2895801,11505.0,16.87,53702.0,0.33
173,2014_KANSAS,KANSAS,KS,38.5266,-96.726486,2014,496034,5957954,9539.0,500368,2904021,12011.0,17.08,52455.0,0.33
174,2015_KANSAS,KANSAS,KS,38.5266,-96.726486,2015,496920,6175724,9533.0,513474,2911641,12428.0,17.07,53863.0,0.33
175,2016_KANSAS,KANSAS,KS,38.5266,-96.726486,2016,495545,6134836,9653.0,515617,2907731,12380.0,17.04,53415.0,0.33
176,2006_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2006,679621,6112978,15589.0,627676,4206074,8995.0,16.16,40264.0,0.37
177,2007_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2007,646360,6351636,15364.0,657081,4241474,9827.0,15.24,42768.0,0.36
178,2008_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2008,666019,6793215,15260.0,734285,4269245,10200.0,15.6,48118.0,0.36
179,2009_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2009,669858,6831006,14984.0,716658,4314113,10198.0,15.53,47828.0,0.35
180,2010_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2010,679901,7092071,14501.0,721635,4347223,10431.0,15.64,49764.0,0.33
181,2011_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2011,672958,7253850,14001.0,736460,4366814,10779.0,15.41,52601.0,0.32
182,2012_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2012,681827,7444529,12998.0,738949,4379730,10919.0,15.57,56851.0,0.3
183,2013_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2013,685009,7413896,12141.0,750773,4399583,10823.0,15.57,61838.0,0.28
184,2014_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2014,686789,7346219,12114.0,774821,4413457,10696.0,15.56,63961.0,0.27
185,2015_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2015,688475,7554887,11959.0,797319,4425092,10973.0,15.56,66671.0,0.27
186,2016_KENTUCKY,KENTUCKY,KY,37.66814,-84.670067,2016,686440,7786281,11867.0,903548,4436113,11343.0,15.47,76140.0,0.27
187,2006_LOUISIANA,LOUISIANA,LA,31.169546,-91.867805,2006,648313,6032182,20815.0,998848,4287768,9304.0,15.12,47987.0,0.49
